country,industry,specialization,job_count,salary_median_eur,risk_score,risk_label,sentiment_score,top_skills
India,Entertainment & Media,Generative AI,64,21579,4.75,Medium Risk,6.54,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
India,Entertainment & Media,MLOps,55,22038,4.75,Medium Risk,6.54,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
India,Entertainment & Media,Machine Learning,123,20660,4.75,Medium Risk,6.54,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
India,Entertainment & Media,NLP,40,21579,4.75,Medium Risk,6.54,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
India,Finance & Banking,Computer Vision,34,22038,4.88,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
India,Finance & Banking,Data Science,21,20660,4.88,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
India,Finance & Banking,Deep Learning,17,19283,4.88,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
India,Finance & Banking,Generative AI,57,21579,4.88,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
India,Finance & Banking,MLOps,57,20201,4.88,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
India,Finance & Banking,Machine Learning,141,22038,4.88,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
India,Finance & Banking,NLP,42,21579,4.88,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
India,Healthcare & Biotech,Computer Vision,35,21579,2.96,Low Risk,5.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
India,Healthcare & Biotech,Data Science,20,22038,2.96,Low Risk,5.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
India,Healthcare & Biotech,Deep Learning,16,21120,2.96,Low Risk,5.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
India,Healthcare & Biotech,Generative AI,43,20660,2.96,Low Risk,5.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
India,Healthcare & Biotech,MLOps,56,21808,2.96,Low Risk,5.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
India,Healthcare & Biotech,Machine Learning,135,22038,2.96,Low Risk,5.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
India,Healthcare & Biotech,NLP,35,20201,2.96,Low Risk,5.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
India,Logistics & Supply Chain,Computer Vision,35,21579,7.36,High Risk,4.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
India,Logistics & Supply Chain,Data Science,15,20201,7.36,High Risk,4.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
India,Logistics & Supply Chain,Deep Learning,25,22038,7.36,High Risk,4.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
India,Logistics & Supply Chain,Generative AI,68,19972,7.36,High Risk,4.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
India,Logistics & Supply Chain,MLOps,49,23874,7.36,High Risk,4.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
India,Logistics & Supply Chain,Machine Learning,128,20201,7.36,High Risk,4.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
India,Logistics & Supply Chain,NLP,45,21579,7.36,High Risk,4.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
India,Retail & E-commerce,Computer Vision,30,20890,5.14,Medium Risk,6.48,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
India,Retail & E-commerce,Data Science,14,19972,5.14,Medium Risk,6.48,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
India,Retail & E-commerce,Deep Learning,25,22497,5.14,Medium Risk,6.48,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
India,Retail & E-commerce,Generative AI,46,21579,5.14,Medium Risk,6.48,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
India,Retail & E-commerce,MLOps,48,20431,5.14,Medium Risk,6.48,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
India,Retail & E-commerce,Machine Learning,139,22038,5.14,Medium Risk,6.48,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
India,Retail & E-commerce,NLP,31,21120,5.14,Medium Risk,6.48,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
India,Technology,Computer Vision,29,22038,4.78,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
India,Technology,Data Science,19,21120,4.78,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
India,Technology,Deep Learning,18,21120,4.78,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
India,Technology,Generative AI,61,21120,4.78,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
India,Technology,MLOps,54,20431,4.78,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
India,Technology,Machine Learning,131,21579,4.78,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
India,Technology,NLP,43,20660,4.78,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Automotive & Robotics,Computer Vision,31,106500,5.56,Medium Risk,5.3,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Automotive & Robotics,Data Science,16,108500,5.56,Medium Risk,5.3,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Automotive & Robotics,Deep Learning,11,104000,5.56,Medium Risk,5.3,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Automotive & Robotics,Generative AI,54,106250,5.56,Medium Risk,5.3,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Automotive & Robotics,MLOps,55,107500,5.56,Medium Risk,5.3,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Automotive & Robotics,Machine Learning,139,108000,5.56,Medium Risk,5.3,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Automotive & Robotics,NLP,47,106500,5.56,Medium Risk,5.3,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Cybersecurity,Computer Vision,59,106000,5.1,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Cybersecurity,Data Science,22,106750,5.1,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Cybersecurity,Deep Learning,14,106250,5.1,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Cybersecurity,Generative AI,53,110500,5.1,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Cybersecurity,MLOps,61,106500,5.1,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Cybersecurity,Machine Learning,140,107250,5.1,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Cybersecurity,NLP,33,114000,5.1,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Education & EdTech,Computer Vision,38,109750,1.69,Low Risk,6.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Education & EdTech,Data Science,23,105500,1.69,Low Risk,6.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Education & EdTech,Deep Learning,24,111750,1.69,Low Risk,6.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Education & EdTech,Generative AI,64,110000,1.69,Low Risk,6.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Education & EdTech,MLOps,51,108000,1.69,Low Risk,6.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Education & EdTech,Machine Learning,150,106000,1.69,Low Risk,6.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Education & EdTech,NLP,35,106500,1.69,Low Risk,6.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Energy & Utilities,Computer Vision,25,108000,3.77,Low Risk,5.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Energy & Utilities,Data Science,23,110000,3.77,Low Risk,5.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Energy & Utilities,Deep Learning,19,105000,3.77,Low Risk,5.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Energy & Utilities,Generative AI,50,108250,3.77,Low Risk,5.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Energy & Utilities,MLOps,52,108750,3.77,Low Risk,5.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Energy & Utilities,Machine Learning,120,109250,3.77,Low Risk,5.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Energy & Utilities,NLP,23,107500,3.77,Low Risk,5.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Entertainment & Media,Computer Vision,33,110500,4.75,Medium Risk,6.54,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Entertainment & Media,Data Science,22,103750,4.75,Medium Risk,6.54,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Entertainment & Media,Deep Learning,29,108000,4.75,Medium Risk,6.54,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Entertainment & Media,Generative AI,48,109250,4.75,Medium Risk,6.54,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Entertainment & Media,MLOps,57,105500,4.75,Medium Risk,6.54,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Entertainment & Media,Machine Learning,130,106500,4.75,Medium Risk,6.54,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Entertainment & Media,NLP,47,105500,4.75,Medium Risk,6.54,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Finance & Banking,Computer Vision,42,105500,4.88,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Finance & Banking,Data Science,18,109500,4.88,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Finance & Banking,Deep Learning,22,112250,4.88,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Finance & Banking,Generative AI,71,110500,4.88,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Finance & Banking,MLOps,62,109250,4.88,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Finance & Banking,Machine Learning,140,108750,4.88,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Finance & Banking,NLP,33,106000,4.88,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Healthcare & Biotech,Computer Vision,41,107500,2.96,Low Risk,5.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Healthcare & Biotech,Data Science,26,128250,2.96,Low Risk,5.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Healthcare & Biotech,Deep Learning,14,88000,2.96,Low Risk,5.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Healthcare & Biotech,Generative AI,56,111750,2.96,Low Risk,5.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Healthcare & Biotech,MLOps,62,109500,2.96,Low Risk,5.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Healthcare & Biotech,Machine Learning,127,108000,2.96,Low Risk,5.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Healthcare & Biotech,NLP,36,109000,2.96,Low Risk,5.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Logistics & Supply Chain,Computer Vision,31,108500,7.36,High Risk,4.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Logistics & Supply Chain,Data Science,21,103500,7.36,High Risk,4.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Logistics & Supply Chain,Deep Learning,15,115500,7.36,High Risk,4.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Logistics & Supply Chain,Generative AI,73,108500,7.36,High Risk,4.9,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Logistics & Supply Chain,MLOps,69,108000,7.36,High Risk,4.9,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Logistics & Supply Chain,Machine Learning,135,107500,7.36,High Risk,4.9,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Logistics & Supply Chain,NLP,35,107500,7.36,High Risk,4.9,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Retail & E-commerce,Computer Vision,34,108000,5.14,Medium Risk,6.48,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Retail & E-commerce,Data Science,17,114500,5.14,Medium Risk,6.48,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Retail & E-commerce,Deep Learning,24,108750,5.14,Medium Risk,6.48,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Retail & E-commerce,Generative AI,54,106250,5.14,Medium Risk,6.48,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Retail & E-commerce,MLOps,57,107500,5.14,Medium Risk,6.48,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Retail & E-commerce,Machine Learning,134,108000,5.14,Medium Risk,6.48,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Retail & E-commerce,NLP,38,109750,5.14,Medium Risk,6.48,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Ireland,Technology,Computer Vision,40,105500,4.78,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Ireland,Technology,Data Science,16,104500,4.78,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Ireland,Technology,Deep Learning,17,109000,4.78,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Ireland,Technology,Generative AI,69,108500,4.78,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Ireland,Technology,MLOps,68,108250,4.78,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Ireland,Technology,Machine Learning,125,109000,4.78,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Ireland,Technology,NLP,40,107250,4.78,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Automotive & Robotics,Computer Vision,35,60709,5.56,Medium Risk,5.3,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Automotive & Robotics,Data Science,16,56932,5.56,Medium Risk,5.3,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Automotive & Robotics,Deep Learning,19,61788,5.56,Medium Risk,5.3,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Automotive & Robotics,Generative AI,57,56392,5.56,Medium Risk,5.3,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Automotive & Robotics,MLOps,57,58011,5.56,Medium Risk,5.3,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Automotive & Robotics,Machine Learning,150,58281,5.56,Medium Risk,5.3,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Automotive & Robotics,NLP,36,57741,5.56,Medium Risk,5.3,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Cybersecurity,Computer Vision,42,58146,5.1,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Cybersecurity,Data Science,18,56797,5.1,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Cybersecurity,Deep Learning,14,56932,5.1,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Cybersecurity,Generative AI,66,58685,5.1,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Cybersecurity,MLOps,52,59360,5.1,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Cybersecurity,Machine Learning,143,58820,5.1,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Cybersecurity,NLP,41,58011,5.1,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Education & EdTech,Computer Vision,37,59090,1.69,Low Risk,6.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Education & EdTech,Data Science,24,58955,1.69,Low Risk,6.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Education & EdTech,Deep Learning,25,59900,1.69,Low Risk,6.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Education & EdTech,Generative AI,51,57471,1.69,Low Risk,6.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Education & EdTech,MLOps,64,57876,1.69,Low Risk,6.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Education & EdTech,Machine Learning,127,57741,1.69,Low Risk,6.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Education & EdTech,NLP,41,56932,1.69,Low Risk,6.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Energy & Utilities,Computer Vision,38,58146,3.77,Low Risk,5.1,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Energy & Utilities,Data Science,18,59630,3.77,Low Risk,5.1,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Energy & Utilities,Deep Learning,19,60439,3.77,Low Risk,5.1,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Energy & Utilities,Generative AI,52,61114,3.77,Low Risk,5.1,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Energy & Utilities,MLOps,52,58011,3.77,Low Risk,5.1,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Energy & Utilities,Machine Learning,129,58011,3.77,Low Risk,5.1,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Energy & Utilities,NLP,34,56662,3.77,Low Risk,5.1,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Entertainment & Media,Computer Vision,41,58820,4.75,Medium Risk,6.54,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Entertainment & Media,Data Science,20,60844,4.75,Medium Risk,6.54,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Entertainment & Media,Deep Learning,26,59765,4.75,Medium Risk,6.54,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Entertainment & Media,Generative AI,72,58011,4.75,Medium Risk,6.54,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Entertainment & Media,MLOps,65,58551,4.75,Medium Risk,6.54,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Entertainment & Media,Machine Learning,133,56392,4.75,Medium Risk,6.54,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Entertainment & Media,NLP,38,59630,4.75,Medium Risk,6.54,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Finance & Banking,Computer Vision,41,58011,4.88,Medium Risk,6.49,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Finance & Banking,Data Science,21,59900,4.88,Medium Risk,6.49,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Finance & Banking,Deep Learning,25,59630,4.88,Medium Risk,6.49,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
Japan,Finance & Banking,Generative AI,70,57201,4.88,Medium Risk,6.49,Fine-tuning;RAG (Retrieval-Augmented Generation);LangChain;OpenAI API;Stable Diffusion;Prompt Engineering;Vector Databases;LlamaIndex
Japan,Finance & Banking,MLOps,72,60035,4.88,Medium Risk,6.49,Docker;Triton Inference Server;CI/CD;Model Monitoring;Kubeflow;MLflow;Git;Terraform
Japan,Finance & Banking,Machine Learning,133,58281,4.88,Medium Risk,6.49,XGBoost;Supervised Learning;NumPy;Regression;Scikit-learn;Random Forest;Feature Engineering;LightGBM
Japan,Finance & Banking,NLP,37,58820,4.88,Medium Risk,6.49,GPT;NLTK;Tokenization;Spacy;Hugging Face;Transformers;Named Entity Recognition (NER);Text Summarization
Japan,Healthcare & Biotech,Computer Vision,38,59765,2.96,Low Risk,5.9,OpenCV;OCR;Object Detection;Image Segmentation;PyTorch;YOLO;ResNet;Image Processing
Japan,Healthcare & Biotech,Data Science,21,58820,2.96,Low Risk,5.9,SQL;R-Studio;Statsmodels;Matplotlib;Data Wrangling;A/B Testing;Seaborn;Data Visualization
Japan,Healthcare & Biotech,Deep Learning,20,55852,2.96,Low Risk,5.9,JAX;Backpropagation;Keras;CNNs;CUDA;PyTorch;Neural Networks;RNNs
