ID,Company,Date,Year,Month_Name,Quarter,Industry,Country,Company_Size,Employees_Laid_Off,Pct_Workforce_Laid_Off,Reason,Market_Condition,AI_Automation_Impact_Score,AI_Replacement_Risk_Score,AI_Adoption_Level_Score,Open_Roles,Hiring_Trend,Top_Hiring_Role,Remote_Jobs_Pct,Stock_Growth_Pct,Revenue_Growth_Pct,Salary_Budget_Change_Pct,Employee_Sentiment_Score,Job_Security_Score
7272,Palantir,2025-10-01,2025,October,4,AI,USA,Big Tech,2932,17.3,Cost Cutting,Stable,5.2,10.0,7.4,9118,Moderate Hiring,Data Scientist,88.2,-11.1,-13.0,-1.4,6.7,4.2
7273,Palantir,2025-10-01,2025,October,4,AI,Germany,Enterprise,2070,6.0,Restructuring,Bull Market,2.2,3.9,3.0,4361,Moderate Hiring,ML Engineer,76.5,33.1,1.0,-2.5,4.8,6.8
7274,Palantir,2025-10-01,2025,October,4,E-Commerce,USA,Startup,1962,12.7,Overhiring Correction,Recession,3.8,8.0,4.0,1761,Hiring Freeze,Product Manager,89.0,51.9,36.5,16.5,7.0,5.2
7275,SAP,2025-10-01,2025,October,4,Gaming,India,Enterprise,3026,2.0,Market Slowdown,Stable,11.2,10.0,8.6,1225,Hiring Freeze,Product Manager,54.5,-16.0,47.4,22.8,10.0,6.5
7276,SAP,2025-10-01,2025,October,4,AI,India,Big Tech,758,4.8,Market Slowdown,Bull Market,5.4,4.2,3.9,4275,Moderate Hiring,ML Engineer,32.3,18.6,21.5,11.3,5.7,8.0
7277,SAP,2025-10-01,2025,October,4,AI,India,Mid-size,1400,3.0,Overhiring Correction,Bull Market,10.0,10.0,7.8,9885,Aggressive Hiring,ML Engineer,39.7,-32.3,19.5,10.9,7.8,5.9
7278,SAP,2025-10-01,2025,October,4,Cybersecurity,UK,Mid-size,1414,1.4,Cost Cutting,Bull Market,2.5,1.0,2.1,4850,Moderate Hiring,DevOps Engineer,19.4,60.2,8.2,-4.4,5.2,7.7
7279,SAP,2025-10-01,2025,October,4,Gaming,India,Startup,312,9.4,Restructuring,Stable,8.9,7.3,5.5,3389,Hiring Freeze,Software Engineer,23.1,-20.8,-4.7,2.7,6.7,4.9
7280,SAP,2025-10-01,2025,October,4,FinTech,USA,Big Tech,2596,16.9,AI Automation,Stable,7.3,7.8,5.3,5583,Moderate Hiring,ML Engineer,53.6,52.0,50.0,15.8,9.0,6.1
7281,SAP,2025-10-01,2025,October,4,Cloud,USA,Big Tech,1151,14.3,Market Slowdown,Stable,5.7,7.8,3.6,3488,Hiring Freeze,Data Scientist,21.1,85.6,30.5,17.2,4.9,5.7
7282,SAP,2025-10-01,2025,October,4,Gaming,Canada,Mid-size,9782,20.5,Market Slowdown,Recession,3.7,7.0,2.3,631,Downsizing,Cloud Engineer,42.2,56.8,0.9,5.2,4.1,3.6
7283,SAP,2025-10-01,2025,October,4,FinTech,Singapore,Startup,2378,4.7,AI Automation,Stable,2.4,3.4,1.8,4870,Moderate Hiring,DevOps Engineer,75.4,59.6,34.5,15.1,7.0,8.7
7284,SAP,2025-10-01,2025,October,4,FinTech,Germany,Startup,10377,22.7,Market Slowdown,Recession,2.9,5.7,3.6,719,Hiring Freeze,Frontend Developer,59.4,-26.0,-0.9,0.5,5.7,3.9
7285,SAP,2025-10-01,2025,October,4,Gaming,Canada,Mid-size,4520,4.0,Cost Cutting,Stable,2.9,2.3,2.2,5731,Moderate Hiring,Cybersecurity Analyst,52.7,84.4,30.6,20.2,7.5,7.6
7286,SAP,2025-10-01,2025,October,4,E-Commerce,Canada,Enterprise,19159,15.7,Cost Cutting,Recession,1.0,6.2,1.5,544,Downsizing,Product Manager,53.2,81.7,-22.9,-4.0,6.6,4.4
7287,SAP,2025-10-01,2025,October,4,Social Media,Singapore,Mid-size,7491,14.6,Restructuring,Recession,10.3,10.0,7.7,1253,Moderate Hiring,DevOps Engineer,81.6,-17.7,25.6,0.0,8.1,5.3
7288,Salesforce,2025-10-01,2025,October,4,Cybersecurity,Singapore,Big Tech,17521,35.9,Market Slowdown,Recession,1.9,9.1,3.2,1257,Downsizing,DevOps Engineer,67.3,-8.5,-21.0,-18.9,4.8,1.0
7289,Salesforce,2025-10-01,2025,October,4,Cloud,Singapore,Big Tech,524,1.0,Overhiring Correction,Bull Market,4.7,3.1,3.0,2162,Moderate Hiring,Product Manager,19.0,33.8,-12.6,-7.9,6.5,7.3
7290,Salesforce,2025-10-01,2025,October,4,Gaming,Singapore,Big Tech,841,1.6,Overhiring Correction,Bull Market,2.2,2.0,2.7,4861,Moderate Hiring,ML Engineer,53.2,18.6,-19.2,-5.2,5.7,6.1
7291,Salesforce,2025-10-01,2025,October,4,Cybersecurity,Singapore,Big Tech,3685,3.5,Cost Cutting,Stable,5.1,7.7,6.8,541,Hiring Freeze,Cloud Engineer,58.2,-28.4,24.7,20.5,9.1,6.2
7292,Salesforce,2025-10-01,2025,October,4,AI,Germany,Big Tech,1301,0.7,Restructuring,Bull Market,5.6,8.5,7.5,6508,Aggressive Hiring,ML Engineer,78.1,31.5,-23.3,-11.1,7.5,5.0
7293,Salesforce,2025-10-01,2025,October,4,FinTech,UK,Startup,1082,8.4,Overhiring Correction,Recession,11.1,10.0,7.6,1213,Moderate Hiring,Software Engineer,64.5,10.3,-12.7,2.1,5.8,5.4
7294,Salesforce,2025-10-01,2025,October,4,Gaming,India,Mid-size,3306,3.5,Market Slowdown,Stable,7.6,4.3,5.6,2120,Moderate Hiring,ML Engineer,48.5,-34.4,-2.5,10.1,6.4,6.9
7295,Salesforce,2025-10-01,2025,October,4,Social Media,Singapore,Enterprise,145,2.6,Cost Cutting,Bull Market,1.1,1.3,1.5,2865,Moderate Hiring,Cloud Engineer,53.2,7.5,-24.7,-19.5,6.3,7.2
7296,Salesforce,2025-10-01,2025,October,4,Cybersecurity,USA,Enterprise,4709,17.9,Cost Cutting,Stable,4.8,10.0,7.1,4934,Hiring Freeze,Data Scientist,10.7,58.7,23.2,9.6,6.7,4.0
7297,Salesforce,2025-10-01,2025,October,4,Cloud,India,Enterprise,2307,8.2,Market Slowdown,Bull Market,3.6,5.0,3.8,3817,Moderate Hiring,Cybersecurity Analyst,40.8,50.9,44.8,22.1,5.8,8.0
7298,Salesforce,2025-10-01,2025,October,4,Cybersecurity,India,Enterprise,2428,6.7,Market Slowdown,Bull Market,4.6,3.7,5.5,4196,Moderate Hiring,Software Engineer,60.4,-1.3,19.4,13.5,7.0,8.0
7299,Salesforce,2025-10-01,2025,October,4,Gaming,Canada,Startup,6041,8.8,Restructuring,Stable,4.3,4.2,3.0,5561,Moderate Hiring,Cybersecurity Analyst,51.8,-2.5,36.0,8.9,6.7,6.7
7300,Salesforce,2025-10-01,2025,October,4,Cybersecurity,UK,Mid-size,2149,8.3,Market Slowdown,Bull Market,11.2,6.9,9.2,5307,Aggressive Hiring,Data Scientist,30.0,22.7,53.0,13.3,9.6,8.3
7301,Salesforce,2025-10-01,2025,October,4,Social Media,Germany,Startup,2429,17.2,Cost Cutting,Recession,7.6,9.7,9.6,1259,Hiring Freeze,Frontend Developer,31.1,79.0,0.2,-1.8,5.2,4.1
7302,Salesforce,2025-10-01,2025,October,4,Gaming,Singapore,Mid-size,14615,27.2,Overhiring Correction,Recession,1.2,5.0,1.2,1506,Downsizing,DevOps Engineer,22.7,73.6,49.9,17.0,6.5,5.7
7303,Salesforce,2025-10-01,2025,October,4,Social Media,USA,Enterprise,6743,5.4,AI Automation,Stable,10.5,10.0,7.9,3664,Moderate Hiring,Frontend Developer,28.9,10.3,42.8,26.9,8.1,6.1
7304,Salesforce,2025-10-01,2025,October,4,Social Media,Canada,Mid-size,1886,1.5,Market Slowdown,Bull Market,9.0,5.2,5.8,719,Moderate Hiring,Data Scientist,51.2,58.0,57.5,29.5,7.9,8.8
7305,Salesforce,2025-10-01,2025,October,4,E-Commerce,UK,Mid-size,4188,17.4,Market Slowdown,Stable,11.4,10.0,7.0,5647,Moderate Hiring,DevOps Engineer,69.9,-33.3,11.9,2.1,6.5,5.1
7306,Spotify,2025-10-01,2025,October,4,Gaming,Canada,Big Tech,2909,10.5,Restructuring,Recession,12.1,9.1,7.4,1740,Hiring Freeze,Cybersecurity Analyst,60.3,-32.2,36.9,11.8,9.2,5.3
7307,Spotify,2025-10-01,2025,October,4,Cloud,Germany,Startup,5247,16.1,Market Slowdown,Stable,4.7,9.8,5.7,5668,Hiring Freeze,Data Scientist,87.7,34.1,42.1,21.1,5.8,5.5
7308,Spotify,2025-10-01,2025,October,4,Social Media,USA,Big Tech,989,12.1,Market Slowdown,Stable,5.8,4.3,4.0,1708,Hiring Freeze,DevOps Engineer,36.9,25.9,23.9,9.1,6.3,7.6
7309,Spotify,2025-10-01,2025,October,4,Gaming,India,Big Tech,1468,4.0,AI Automation,Bull Market,13.6,10.0,9.5,5071,Moderate Hiring,ML Engineer,23.1,15.8,-14.2,-6.2,4.5,4.8
7310,Spotify,2025-10-01,2025,October,4,FinTech,India,Mid-size,9157,25.7,AI Automation,Recession,12.4,10.0,8.1,359,Hiring Freeze,Cybersecurity Analyst,32.8,18.1,25.8,-0.7,6.8,4.6
7311,Spotify,2025-10-01,2025,October,4,FinTech,Singapore,Startup,4291,13.3,Cost Cutting,Stable,1.5,7.1,2.5,3439,Moderate Hiring,ML Engineer,42.8,31.9,14.8,-2.9,8.1,6.0
7312,Spotify,2025-10-01,2025,October,4,Social Media,Singapore,Enterprise,4561,15.4,Market Slowdown,Stable,1.3,5.6,1.4,3677,Hiring Freeze,ML Engineer,84.0,41.7,34.4,5.6,6.3,6.5
7313,Spotify,2025-10-01,2025,October,4,Cloud,UK,Startup,819,3.7,Market Slowdown,Bull Market,2.4,3.9,3.4,3393,Moderate Hiring,Software Engineer,89.0,-12.4,46.0,19.1,8.1,8.9
7314,Spotify,2025-10-01,2025,October,4,Cybersecurity,Singapore,Big Tech,768,2.9,Market Slowdown,Bull Market,4.0,4.2,3.0,3427,Moderate Hiring,Cybersecurity Analyst,12.6,-24.2,18.7,-0.2,8.8,8.0
7315,Spotify,2025-10-01,2025,October,4,FinTech,Canada,Enterprise,12386,18.3,Market Slowdown,Recession,11.2,10.0,9.1,1507,Hiring Freeze,Data Scientist,59.5,-13.2,-2.2,5.2,4.9,4.2
7316,Spotify,2025-10-01,2025,October,4,FinTech,USA,Enterprise,3514,37.1,Market Slowdown,Recession,4.8,10.0,7.2,539,Downsizing,ML Engineer,17.3,-17.9,52.3,10.6,6.2,2.9
7317,Spotify,2025-10-01,2025,October,4,Cybersecurity,India,Enterprise,1118,2.5,Market Slowdown,Bull Market,6.5,8.4,6.1,2055,Moderate Hiring,Frontend Developer,82.7,68.1,4.3,0.7,7.7,6.9
7318,Spotify,2025-10-01,2025,October,4,Cybersecurity,Singapore,Mid-size,329,3.4,Restructuring,Bull Market,5.6,5.0,3.3,3103,Moderate Hiring,Cybersecurity Analyst,17.8,-17.2,45.3,20.2,6.7,9.0
7319,Spotify,2025-10-01,2025,October,4,Cybersecurity,Singapore,Enterprise,1573,4.2,AI Automation,Bull Market,6.8,5.3,4.2,712,Hiring Freeze,Software Engineer,75.5,50.0,-13.6,-2.8,8.0,5.7
7320,Spotify,2025-10-01,2025,October,4,Social Media,UK,Big Tech,9233,22.4,Restructuring,Recession,2.3,6.2,3.1,1008,Downsizing,Cloud Engineer,86.2,42.5,14.0,1.0,4.1,4.2
7321,Spotify,2025-10-01,2025,October,4,Cybersecurity,Canada,Mid-size,5794,1.3,Market Slowdown,Stable,6.6,4.8,3.9,2297,Hiring Freeze,Cybersecurity Analyst,85.3,89.4,39.0,18.4,9.1,8.6
7322,Spotify,2025-10-01,2025,October,4,Cybersecurity,Canada,Enterprise,10680,33.0,AI Automation,Recession,9.0,10.0,8.7,380,Downsizing,Product Manager,85.4,82.9,40.7,10.1,7.1,4.7
7323,Stripe,2025-10-01,2025,October,4,Cloud,Canada,Big Tech,1167,8.8,AI Automation,Stable,6.2,9.7,6.5,3382,Moderate Hiring,Software Engineer,88.1,89.8,25.0,4.7,7.1,6.4
7324,Stripe,2025-10-01,2025,October,4,Social Media,Germany,Startup,3068,16.4,Cost Cutting,Stable,1.5,5.5,1.2,824,Downsizing,Software Engineer,17.5,-4.8,44.9,6.3,8.0,6.2
7325,Stripe,2025-10-01,2025,October,4,E-Commerce,India,Enterprise,4956,11.4,Restructuring,Stable,9.1,8.8,8.2,4177,Moderate Hiring,Data Scientist,39.7,68.4,-12.4,-3.4,5.1,5.1
7326,Stripe,2025-10-01,2025,October,4,AI,USA,Mid-size,6980,27.4,Market Slowdown,Recession,2.5,5.2,1.6,8352,Hiring Freeze,ML Engineer,46.1,45.6,3.9,-2.6,5.1,3.4
7327,Stripe,2025-10-01,2025,October,4,Cloud,Canada,Enterprise,2396,9.0,Overhiring Correction,Bull Market,1.5,2.4,1.9,5493,Hiring Freeze,Software Engineer,50.0,-44.6,22.6,2.2,7.5,6.9
7328,Stripe,2025-10-01,2025,October,4,Cloud,USA,Mid-size,12872,34.2,Market Slowdown,Recession,1.7,10.0,2.0,1780,Downsizing,Frontend Developer,88.2,-19.0,-20.1,-16.4,3.2,1.0
7329,Stripe,2025-10-01,2025,October,4,AI,UK,Big Tech,956,0.4,Cost Cutting,Bull Market,2.6,3.7,2.5,1041,Hiring Freeze,Data Scientist,65.0,2.8,20.3,8.9,8.1,7.1
7330,Stripe,2025-10-01,2025,October,4,AI,Germany,Startup,16,3.9,Cost Cutting,Bull Market,8.0,7.4,5.0,6020,Moderate Hiring,ML Engineer,85.4,33.1,-8.8,-1.6,8.4,6.5
7331,Stripe,2025-10-01,2025,October,4,Social Media,UK,Mid-size,7611,27.8,Overhiring Correction,Recession,6.0,9.1,5.1,149,Downsizing,DevOps Engineer,49.6,-24.4,-0.7,2.2,4.6,4.3
7332,Stripe,2025-10-01,2025,October,4,FinTech,USA,Enterprise,3357,2.3,Restructuring,Stable,5.4,9.0,5.1,4319,Moderate Hiring,Software Engineer,19.0,26.8,58.8,24.1,7.2,7.3
7333,Stripe,2025-10-01,2025,October,4,FinTech,USA,Startup,3830,11.2,Market Slowdown,Stable,7.6,5.5,5.6,3147,Moderate Hiring,ML Engineer,44.5,31.8,33.9,6.9,9.1,6.3
7334,Stripe,2025-10-01,2025,October,4,Cybersecurity,USA,Big Tech,986,4.5,Cost Cutting,Bull Market,4.9,10.0,6.7,5410,Moderate Hiring,Data Scientist,48.2,50.4,-7.2,5.6,8.3,5.1
7335,Stripe,2025-10-01,2025,October,4,Cloud,Singapore,Enterprise,3460,14.8,AI Automation,Stable,6.7,9.1,5.1,2678,Hiring Freeze,Cloud Engineer,45.5,-39.2,-9.6,-12.1,4.7,4.3
7336,Uber,2025-10-01,2025,October,4,Cloud,UK,Mid-size,4420,21.7,Restructuring,Recession,16.0,10.0,9.6,240,Hiring Freeze,Software Engineer,34.5,-8.8,16.2,2.2,5.3,5.0
7337,Uber,2025-10-01,2025,October,4,FinTech,USA,Enterprise,15388,15.9,Restructuring,Recession,3.6,6.1,2.6,371,Downsizing,Cybersecurity Analyst,51.3,-39.0,34.4,14.9,6.6,6.6
7338,Uber,2025-10-01,2025,October,4,FinTech,USA,Startup,6115,10.8,AI Automation,Stable,6.6,6.3,5.4,467,Hiring Freeze,Software Engineer,46.6,-33.4,-22.4,-7.4,4.8,4.8
7339,Uber,2025-10-01,2025,October,4,E-Commerce,UK,Startup,4871,8.1,Cost Cutting,Stable,8.0,9.7,9.5,2724,Moderate Hiring,DevOps Engineer,66.1,36.3,19.9,19.7,8.2,6.4
7340,Uber,2025-10-01,2025,October,4,AI,USA,Big Tech,636,6.9,AI Automation,Bull Market,8.3,3.8,5.2,2512,Hiring Freeze,Data Scientist,21.0,-7.9,-23.4,-0.2,5.0,6.0
7341,Uber,2025-10-01,2025,October,4,Social Media,UK,Mid-size,19559,30.6,Market Slowdown,Recession,7.2,8.7,4.6,134,Downsizing,Product Manager,68.3,-2.6,31.7,-0.4,7.3,3.5
7342,Uber,2025-10-01,2025,October,4,E-Commerce,USA,Enterprise,8819,15.6,Restructuring,Recession,1.5,4.0,1.2,418,Downsizing,Cloud Engineer,65.1,6.4,-11.7,-3.7,5.8,4.5
7343,Uber,2025-10-01,2025,October,4,FinTech,India,Enterprise,3957,8.1,Restructuring,Stable,6.1,9.2,9.1,829,Moderate Hiring,Data Scientist,12.4,-29.7,-11.7,-8.3,6.5,4.8
7344,Uber,2025-10-01,2025,October,4,AI,Canada,Startup,575,2.6,AI Automation,Bull Market,8.7,6.9,8.5,9416,Aggressive Hiring,ML Engineer,12.3,22.5,6.2,1.6,6.1,5.7
7345,Uber,2025-10-01,2025,October,4,Social Media,India,Big Tech,8934,39.7,Overhiring Correction,Recession,1.6,10.0,1.4,248,Downsizing,Product Manager,14.4,-28.4,55.9,16.7,6.8,3.1
7346,Uber,2025-10-01,2025,October,4,Gaming,Singapore,Big Tech,7904,30.7,Market Slowdown,Recession,2.5,10.0,3.3,1076,Downsizing,Product Manager,29.3,19.0,28.0,-2.2,5.0,4.0
7347,Uber,2025-10-01,2025,October,4,Gaming,India,Startup,5588,4.3,AI Automation,Stable,2.1,3.0,2.7,5715,Moderate Hiring,Cloud Engineer,64.6,-27.3,32.1,9.7,6.8,7.8
7348,Uber,2025-10-01,2025,October,4,Social Media,UK,Startup,56,6.6,AI Automation,Bull Market,2.9,3.9,2.1,3065,Moderate Hiring,DevOps Engineer,60.1,-21.9,-11.6,-10.3,5.1,6.7
7349,Uber,2025-10-01,2025,October,4,Cloud,UK,Big Tech,1366,11.8,Cost Cutting,Recession,7.9,5.1,5.3,916,Hiring Freeze,Data Scientist,22.5,-5.9,33.3,6.5,8.9,5.8
7350,Uber,2025-10-01,2025,October,4,Gaming,Germany,Mid-size,5829,13.2,Restructuring,Recession,9.9,6.3,7.7,1748,Hiring Freeze,Data Scientist,87.8,56.5,57.0,18.2,6.6,8.0
7351,Uber,2025-10-01,2025,October,4,FinTech,USA,Startup,207,12.7,Market Slowdown,Stable,2.5,7.2,3.5,2499,Hiring Freeze,Data Scientist,10.9,14.6,-5.4,-7.6,5.9,6.0
7352,Uber,2025-10-01,2025,October,4,AI,India,Startup,2431,12.5,Overhiring Correction,Stable,11.1,10.0,7.8,7397,Moderate Hiring,ML Engineer,39.6,-24.0,-7.4,-2.1,5.9,4.6
7353,Uber,2025-10-01,2025,October,4,Cloud,UK,Big Tech,4586,4.7,Overhiring Correction,Stable,2.6,1.2,2.1,650,Hiring Freeze,DevOps Engineer,84.9,68.3,41.0,22.9,8.3,7.8
7354,Uber,2025-10-01,2025,October,4,Cybersecurity,Singapore,Big Tech,1242,9.2,Cost Cutting,Bull Market,11.4,10.0,8.1,4415,Moderate Hiring,Frontend Developer,72.1,81.0,-17.7,-12.0,7.4,5.1
7355,Uber,2025-10-01,2025,October,4,Gaming,Canada,Startup,1770,7.8,Restructuring,Bull Market,11.3,9.1,9.0,5596,Aggressive Hiring,ML Engineer,26.9,17.4,21.7,14.8,8.9,5.1
7356,Uber,2025-10-01,2025,October,4,AI,UK,Mid-size,1473,9.3,AI Automation,Bull Market,5.1,7.1,3.2,5401,Hiring Freeze,ML Engineer,43.1,-32.3,-7.7,0.4,6.5,4.7
7357,Uber,2025-10-01,2025,October,4,AI,Singapore,Mid-size,1180,13.1,Cost Cutting,Recession,10.3,6.2,8.6,9925,Aggressive Hiring,Data Scientist,79.2,47.3,-3.1,-8.7,4.5,5.8
7358,Uber,2025-10-01,2025,October,4,Cloud,UK,Big Tech,415,4.1,Restructuring,Bull Market,6.0,4.7,4.8,5421,Moderate Hiring,Product Manager,29.5,-13.3,-10.0,-6.4,4.8,6.3
7359,Adobe,2025-11-01,2025,November,4,Gaming,Germany,Mid-size,267,7.2,Cost Cutting,Bull Market,6.1,6.5,4.6,381,Hiring Freeze,DevOps Engineer,56.5,-38.0,-7.1,-11.2,5.4,6.0
7360,Adobe,2025-11-01,2025,November,4,Social Media,UK,Mid-size,1133,2.9,Cost Cutting,Bull Market,8.9,9.5,5.5,253,Hiring Freeze,Product Manager,56.8,-41.2,22.1,10.0,6.7,6.4
7361,Adobe,2025-11-01,2025,November,4,Cybersecurity,Canada,Big Tech,7284,10.8,AI Automation,Recession,1.5,5.5,2.0,162,Hiring Freeze,Software Engineer,43.8,85.2,6.3,0.1,5.3,5.5
7362,Adobe,2025-11-01,2025,November,4,FinTech,USA,Startup,6758,3.8,Overhiring Correction,Stable,8.5,4.9,7.1,5007,Moderate Hiring,Frontend Developer,64.0,69.7,27.0,9.3,6.0,8.0
7363,Adobe,2025-11-01,2025,November,4,Social Media,India,Startup,6760,13.0,Restructuring,Stable,14.9,5.8,9.3,5752,Moderate Hiring,Cybersecurity Analyst,46.9,-9.8,56.4,29.1,6.1,6.9
7364,Adobe,2025-11-01,2025,November,4,Cloud,Canada,Mid-size,375,6.1,Restructuring,Bull Market,4.9,8.4,4.9,3856,Hiring Freeze,Frontend Developer,21.2,-39.2,12.6,8.6,6.0,5.2
7365,Adobe,2025-11-01,2025,November,4,Social Media,India,Startup,5807,2.2,AI Automation,Stable,13.9,8.4,9.1,2952,Moderate Hiring,Product Manager,22.6,-2.9,-8.0,9.5,4.9,4.9
7366,Adobe,2025-11-01,2025,November,4,FinTech,India,Startup,1917,7.6,Restructuring,Bull Market,6.3,8.2,4.3,3842,Moderate Hiring,Data Scientist,41.7,-36.8,-22.1,-5.1,5.8,4.2
7367,Adobe,2025-11-01,2025,November,4,Cloud,Germany,Mid-size,14959,34.2,Overhiring Correction,Recession,4.5,10.0,6.8,247,Downsizing,DevOps Engineer,28.8,25.7,-1.6,-12.8,4.0,2.6
7368,Adobe,2025-11-01,2025,November,4,E-Commerce,Germany,Mid-size,436,6.1,Market Slowdown,Bull Market,2.9,4.1,2.8,5326,Moderate Hiring,Software Engineer,41.9,27.4,0.5,9.4,4.9,6.3
7369,Adobe,2025-11-01,2025,November,4,AI,Canada,Enterprise,5777,14.4,Restructuring,Stable,10.1,9.2,9.4,6801,Moderate Hiring,ML Engineer,86.3,38.4,58.4,26.3,9.4,6.3
7370,Airbnb,2025-11-01,2025,November,4,FinTech,USA,Enterprise,18565,21.8,Cost Cutting,Recession,9.0,10.0,8.9,204,Hiring Freeze,Product Manager,13.6,-35.5,-2.2,-1.6,6.4,3.9
7371,Airbnb,2025-11-01,2025,November,4,E-Commerce,UK,Big Tech,2835,30.2,Market Slowdown,Recession,4.8,10.0,3.2,824,Downsizing,Data Scientist,21.8,51.0,48.2,20.5,7.2,4.7
7372,Airbnb,2025-11-01,2025,November,4,Cybersecurity,Germany,Mid-size,5223,22.8,AI Automation,Recession,7.9,10.0,6.6,1668,Hiring Freeze,Frontend Developer,76.7,82.7,22.9,12.9,7.2,4.6
7373,Airbnb,2025-11-01,2025,November,4,Social Media,UK,Startup,2091,8.1,Restructuring,Bull Market,4.5,8.4,7.4,2899,Moderate Hiring,Data Scientist,65.3,-25.1,33.6,7.6,7.0,6.1
7374,Airbnb,2025-11-01,2025,November,4,FinTech,USA,Enterprise,1241,8.8,Market Slowdown,Bull Market,2.3,1.0,2.1,2955,Hiring Freeze,Data Scientist,86.4,5.3,31.7,13.1,5.3,7.5
7375,Airbnb,2025-11-01,2025,November,4,Cybersecurity,Germany,Startup,529,0.4,AI Automation,Bull Market,1.6,1.7,1.4,1925,Hiring Freeze,Cloud Engineer,41.6,49.3,4.1,9.6,8.5,8.1
7376,Airbnb,2025-11-01,2025,November,4,Social Media,Germany,Startup,1159,7.2,Restructuring,Stable,2.5,5.2,2.2,2941,Moderate Hiring,Cloud Engineer,86.5,56.9,34.2,19.9,8.2,6.6
7377,Airbnb,2025-11-01,2025,November,4,Gaming,Singapore,Enterprise,2654,12.6,Restructuring,Recession,2.0,2.8,1.7,116,Hiring Freeze,Frontend Developer,28.3,75.7,39.0,13.2,5.6,7.9
7378,Airbnb,2025-11-01,2025,November,4,E-Commerce,Singapore,Enterprise,828,2.6,Market Slowdown,Bull Market,1.4,1.0,1.6,2320,Hiring Freeze,ML Engineer,53.6,57.7,31.3,11.5,6.5,7.5
7379,Airbnb,2025-11-01,2025,November,4,AI,India,Mid-size,11510,10.7,Market Slowdown,Recession,5.4,8.5,6.4,8313,Moderate Hiring,Data Scientist,37.9,64.4,-23.3,-12.6,4.4,3.8
7380,Airbnb,2025-11-01,2025,November,4,E-Commerce,Singapore,Startup,6878,26.3,Cost Cutting,Recession,9.4,10.0,6.0,1751,Downsizing,Cybersecurity Analyst,30.2,-32.1,17.4,-1.4,5.5,3.8
7381,Airbnb,2025-11-01,2025,November,4,Social Media,Germany,Enterprise,83,9.4,Cost Cutting,Bull Market,9.8,10.0,9.4,1057,Moderate Hiring,Data Scientist,47.1,46.8,27.2,11.1,6.0,4.9
7382,Airbnb,2025-11-01,2025,November,4,E-Commerce,Canada,Big Tech,1906,1.3,Market Slowdown,Bull Market,4.8,3.8,3.8,4824,Moderate Hiring,Frontend Developer,71.7,88.1,6.9,-2.8,7.6,7.8
7383,Airbnb,2025-11-01,2025,November,4,AI,Canada,Enterprise,582,0.5,AI Automation,Bull Market,3.6,8.6,4.9,6857,Aggressive Hiring,Data Scientist,16.8,19.7,-11.7,-1.8,8.1,6.7
7384,Airbnb,2025-11-01,2025,November,4,Social Media,USA,Big Tech,3042,28.8,Market Slowdown,Recession,3.7,7.5,3.4,1319,Downsizing,ML Engineer,45.6,67.3,3.8,1.9,6.3,3.8
7385,Airbnb,2025-11-01,2025,November,4,Cybersecurity,India,Enterprise,1732,4.3,Market Slowdown,Bull Market,1.1,1.0,1.8,1020,Hiring Freeze,Frontend Developer,12.2,22.2,8.3,-4.2,8.8,6.7
7386,Airbnb,2025-11-01,2025,November,4,Cybersecurity,Singapore,Enterprise,1431,8.1,AI Automation,Stable,10.3,3.7,7.5,5835,Moderate Hiring,Data Scientist,38.8,56.6,31.2,21.5,7.7,6.5
7387,Amazon,2025-11-01,2025,November,4,Social Media,Canada,Mid-size,6560,9.8,Cost Cutting,Recession,1.0,2.9,1.0,1041,Hiring Freeze,ML Engineer,11.9,-21.1,-16.6,0.1,6.1,6.4
7388,Amazon,2025-11-01,2025,November,4,Cloud,Canada,Enterprise,17388,13.3,Cost Cutting,Recession,1.7,3.6,2.5,665,Hiring Freeze,Software Engineer,54.7,-31.6,-23.6,-2.9,4.7,5.4
7389,Amazon,2025-11-01,2025,November,4,Social Media,India,Enterprise,5385,2.4,Market Slowdown,Stable,2.0,1.0,1.3,5910,Moderate Hiring,Software Engineer,20.7,62.3,-11.1,-12.4,5.1,8.0
7390,Amazon,2025-11-01,2025,November,4,FinTech,UK,Enterprise,193,5.7,Market Slowdown,Bull Market,11.3,10.0,7.5,791,Hiring Freeze,Data Scientist,39.6,-20.6,22.0,5.1,6.0,7.1
7391,Amazon,2025-11-01,2025,November,4,Gaming,Singapore,Enterprise,1501,9.5,Restructuring,Bull Market,7.0,10.0,9.7,1472,Moderate Hiring,Data Scientist,69.6,-44.4,-25.0,-8.6,3.6,5.2
7392,Amazon,2025-11-01,2025,November,4,Cybersecurity,India,Mid-size,1010,26.1,Cost Cutting,Recession,9.1,10.0,7.0,648,Downsizing,Frontend Developer,49.9,28.1,50.5,18.5,7.3,5.1
7393,Amazon,2025-11-01,2025,November,4,Gaming,USA,Big Tech,1501,1.8,Restructuring,Bull Market,5.2,6.8,6.2,1497,Hiring Freeze,ML Engineer,32.7,48.8,18.2,3.0,7.9,7.1
7394,Amazon,2025-11-01,2025,November,4,Cybersecurity,UK,Startup,14131,35.0,AI Automation,Recession,10.0,10.0,6.1,1682,Downsizing,Data Scientist,37.4,53.7,-16.5,-20.7,3.4,1.6
